DATE_year,DATE_month,DATE_day,DATE_hour,DATE_minute,DATE_second,GPS_alt,APEN_z,GIMS_roll,GIMS_pitch,GIM1_ym,APEG_gla,APEG_glo
2024,12,28,13,37,7,120.0677414,,,-10.24,4.71,30.08419418,106.711441
2024,12,28,13,37,9,120.0677414,,,-10.24,4.71,30.08419418,106.711441
2024,12,28,13,37,11,120.0684586,,,-10.41,4.67,30.08419418,106.711441
2024,12,28,13,37,13,120.0416565,,,-10.45,4.7,30.08419609,106.711441
2024,12,28,13,37,15,120.0401459,,,-10.6,4.7,30.08419418,106.711441
2024,12,28,13,37,17,120.0089645,,,-10.95,4.7,30.08419418,106.711441
2024,12,28,13,37,19,120.0281601,,,-10.84,4.68,30.08419418,106.7114487
2024,12,28,13,37,21,120.0065155,,,-10.84,-5.64,30.08419418,106.7114487
2024,12,28,13,37,24,119.9690933,,,-10.84,-5.64,30.08419418,106.711441
2024,12,28,13,37,25,119.9965286,,,-10.84,-5.64,30.08419418,106.711441
2024,12,28,13,37,27,120.0146103,,,-10.3,-48.13,30.08419418,106.711441
2024,12,28,13,37,29,119.9586792,,,-8.86,-139.91,30.08419609,106.711441
2024,12,28,13,37,31,120.0321121,,,-8.87,-154.85,30.08419418,106.711441
2024,12,28,13,37,34,120.1167755,,,-8.98,-155.1,30.08419418,106.711441
2024,12,28,13,37,35,120.0630417,,,-8.85,-154.93,30.08419418,106.711441
2024,12,28,13,37,38,120.039917,,,-8.85,-154.93,30.08419418,106.711441
2024,12,28,13,37,40,120.0501175,,,-8.85,-154.93,30.08419418,106.711441
2024,12,28,13,37,42,120.0171204,,,-8.85,-154.93,30.08419418,106.711441
2024,12,28,13,37,44,120.0165787,,,-8.85,-154.93,30.08419418,106.711441
2024,12,28,13,37,46,120.050087,,,-9.06,-154.44,30.08419418,106.711441
2024,12,28,13,37,48,119.9600754,,,-9.06,-154.44,30.08419418,106.711441
2024,12,28,13,37,50,120.0665665,,,-9.06,-154.44,30.08419418,106.711441
2024,12,28,13,37,52,120.1509476,,,-9.61,-154.26,30.08419418,106.711441
2024,12,28,13,37,54,120.1900635,,,-9.61,-154.26,30.08419418,106.711441
2024,12,28,13,37,56,120.1671677,,,-9.61,-154.26,30.08419418,106.711441
2024,12,28,13,37,58,120.0777817,,,-9.61,-154.26,30.08419418,106.711441
